Company,GICS Sub-Industry, Industry (Exiobase) ,Environmental Intensity (Sales),Environmental Intensity (Op Inc), Total Environmental Cost , Working Capacity , Fish Production Capacity , Crop Production Capacity , Meat Production Capacity , Biodiversity , Abiotic Resources , Water production capacity (Drinking water & Irrigation Water) , Wood Production Capacity ,% Imputed,last_updated,id_code,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_other,end_target_year,end_target_status,status_date,interim_target,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,carbon_credit_offsets,carbon_credit_conditions,annual_revenue_billions
Tokyo Electric Power,Electric Utilities,Production of electricity nec,-49.88%,-991.14%,"-28,520,494,687","-27,919,943,566","-6,276,387","-354,407,520","-83,015,940","-1,126,807","-8,947,791","-145,967,370","-809,304",7%,10/8/22 8:27,COM-0725,JPN,Company,JP3585800000,No,Carbon neutral(ity),,,,2050,In corporate strategy,2021,Emissions reduction target,"""Carbon neutrality"" and ""reducing CO2 emissions originating from the supply of energy to basically zero by 2050"" (TEPCO Integrated Report 2020-2021, pg. 60)","""Reduce GHG emissions by 46% (of FY2013 levels)"" and “reduce CO2 emissions originating from the sale of power by 50% (of FY2013 levels)"" by (2050 TEPCO Integrated Report 2020-2021, pg. 60)","- Page 60 provides transition to reduced emissions.
- Aims to increase hydroelectric power generation by 240 GWh/year by 2030.",https://www.tepco.co.jp/en/hd/about/ir/library/integratedreport/index-e.html,Carbon dioxide and other GHGs,,,,,No,No,Yes,No,"GHG Emissions in FY2020 (Mt-CO2): Scope 1 - 0.2, Scope 2 - 5.23, Scope 3 - 109.91 (2050 TEPCO Integrated Report 2020-2021, pg. 38)

Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets...
... Since the TEPCO Group transferred its fuel and thermal power business to JERA in April 2019, our Scope 1 emissions are now extremely low at 203,000 tons. However, greenhouse gas emissions during the retail sale of power, which account for the majority of Scope 3 emissions, must be estimated and reported in accordance with the Law Concerning the Promotion of the Measures to Cope with Global Warming. Therefore, the TEPCO Group has set a target of reducing CO2 emissions originating from the sale of power by 50% (of 
FY2013 levels) by the year FY2030. CO2 emissions in FY2013 were 139.2 million tons. By promoting the use of renewable energies and procured electricity from highly efficient thermal power stations, in FY2020 we were able to reduce this amount to 83.6 million tons (quick estimate), which corresponds to approximately 80% of our target. We will continue to further promote the use of renewable energies and recommence operation of nuclear power stations in order to achieve our target. (2050 TEPCO Integrated Report 2020-2021, pg. 108)",Yes,"Measures for all emission scopes that are covered by the target|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,Not Specified,,47.93
Tokyo Electron,Semiconductor Equipment ,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.58%,-2.32%,"-66,329,615","-64,444,003","-14,618","-864,534","-199,344","-2,672","-5,994","-798,704",254,2%,10/25/21 10:50,COM-0916,JPN,Company,JP3571400005,No,Emissions intensity target,30,2018,,2031,Declaration / pledge,2020,Emissions intensity target,"Two targets: 
- 30% emission intensity target for product (CO2 per-wafer, unclear unit), baseline 2018
- 70% total CO2 emission reduction in factories and offices by 2030, compared with 2018, with 100% renewable energy usage","""Reduce per-wafer emissions of CO2 by 20% by the fiscal year 2025""
Source: https://www.tel.com/csr/report/cms-file/sustainability_report_2021_all_e.pdf",2021 sustainability report: https://www.tel.com/csr/report/cms-file/sustainability_report_2021_all_e.pdf,https://www.tel.com/csr/environment/,Carbon dioxide only,,,,,Yes,Yes,Partial,,"-70% CO2 emission reduction target for scope 1 and 2
-30% CO2 emission intensity target for scope 3 (""Products"")
Source, p.21 of sustainability report: https://www.tel.com/csr/report/cms-file/sustainability_report_2021_all_e.pdf",Yes,Measures for all emission scopes that are covered by the target|Information on the emission reductions expected from these measures within a certain time period,Annual reporting,No,Not Specified,No,,10.4
Tokyu,Diversified Real Estate Activities ,Real estate activities (70),-0.88%,-9.69%,"-71,655,942","-69,316,326","-16,418","-922,201","-216,149","-2,947","-5,803","-1,177,750","1,651",3%,10/23/21 13:11,COM-0349,JPN,Company,JP3574200006,No,Other,,,complete elimination of co2 emitted by electric power through renewable energy use,2050,In corporate strategy,2020,Emissions reduction target,Complete elimination of co2 emitted by electric power through renewable energy use,30% reduction by 2030 of 2010 levels,,https://www.tokyu.co.jp/ir/english/upload_file/m002-m002_09/Tokyu_Integratedreport_2020e.pdf,Carbon dioxide only,,,,,Yes,Yes,No,,,,,No reporting mechanism,No,,Not Specified,,10.7
Toray Industries,Commodity Chemicals,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-8.08%,-133.59%,"-1,741,611,606","-1,665,805,355","-414,798","-22,061,744","-5,166,703","-71,727","-222,624","-47,926,717","58,063",1%,10/24/21 18:35,COM-1021,JPN,Company,JP3621000003,No,Net zero,,,,2050,Declaration / pledge,2021,Emissions reduction target,"In the vision, Toray Group declared its aim of “A net zero emissions world, where greenhouse gas emissions are
completely offset by absorption,” effectively cutting greenhouse gas (GHG) emissions to zero by 2050.","B. Reducing Emissions in Production Risk ①②⑥
As an interim target toward building a decarbonized society by 2050, the Toray Group Sustainability Vision directs
the Group to achieve a 30% reduction of GHG emissions per unit of sales revenue compared with fiscal 2013 levels,
by 2030.",,https://www.toray.com/global/sustainability/tcfd/pdf/TCFD_report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Not Specified,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",No reporting mechanism,No,Not Specified,Not Specified,,20.8
Toshiba,Industrial Conglomerates,Activities of membership organisation n.e.c. (91),-1.12%,-89.43%,"-373,225,398","-360,794,378","-91,454","-4,784,795","-1,123,012","-15,733","-81,495","-6,351,833","17,302",6%,5/19/22 21:14,COM-1013,JPN,Company,JP3592200004,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"Going forward, we will intensify our activities based on Environmental Future Vision 2050, a long-term vision looking ahead to the year 2050. As part of the Vision’s response to climate change, which calls for a contribution encompassing Toshiba Group's entire value chain, we aim to achieve a 50% reduction in greenhouse gas emissions generated within the Group value chain by FY2030 compared to FY2019 level and to contribute to realizing a net zero emissions society by 2050.","Going forward, we will intensify our activities based on Environmental Future Vision 2050, a long-term vision looking ahead to the year 2050. As part of the Vision’s response to climate change, which calls for a contribution encompassing Toshiba Group's entire value chain, we aim to achieve a 50% reduction in greenhouse gas emissions generated within the Group value chain by FY2030 compared to FY2019 level and to contribute to realizing a net zero emissions society by 2050.",,https://www.toshiba.co.jp/env/en/vision/vision2050_0.htm,Carbon dioxide and other GHGs,,,,,Yes,Yes,Not Specified,No,"Entire value chain covered, no mention of investment impacts.",Yes,"Measures for all emission scopes that are covered by the target|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,Yes,No conditions specified,32.2
Tosoh,Commodity Chemicals,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-29.83%,-237.91%,"-2,318,257,795","-2,267,620,211","-607,302","-30,440,108","-7,131,279","-104,429","-80,282","-12,537,976","263,791",0%,10/18/21 10:44,COM-1795,JPN,Company,JP3595200001,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,7.4
Total,Integrated Oil & Gas,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-8.36%,-86.39%,"-14,772,813,804","-14,478,449,101","-3,769,054","-169,082,300","-38,943,242","-606,970","-13,813,139","-68,456,247","306,249",16%,9/7/22 17:51,COM-0075,FRA,Company,FR0000120271,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"En mai 2020, la compagnie TotalEnergies a annoncé son ambition d’atteindre la neutralité carbone à horizon 2050. Toutes les activités mondiales sont concernées, depuis la production jusqu’à l’utilisation des produits énergétiques vendus aux clients.
Company’s ambition is to reach carbon neutrality (net zero emissions) by 2050 together with society.
In may 2020, TotalEnergies announce its ambition to attain carbon neutrality by 2050. This will include all their global activities, from producion to utilization of energy products sold to clients.

End target- Achieve carbon neutrality (net zero emissions) in Europe(4) from the production to the use by its customers of energy products sold for end use in 2050 or sooner (Scopes 1, 2, 3).","Le premier challenge consiste à diminuer les émissions directes et indirectes liées aux activités de la Compagnie (scope 1 & 2). Cela implique de renforcer l’efficacité énergétique des sites, d’optimiser des processus, de modifier des installations et de déployer de nouvelles philosophies opératoires. 
(The First challenge consists of reducing direct and indirect emissions linked to company activities (scope 1&2))

Il consiste à réduire les émissions de gaz à effet de serre de 46 Mt CO2 en 2015 à moins de 40 Mt CO2 d’ici 2025. Par ailleurs, TotalEnergies vise une neutralité carbone sur l’ensemble des achats d’électricité des sites opérés en Europe d’ici 2025. Les capacités régionales de la Compagnie permettront de couvrir les besoins par de l’électricité renouvelable. 
(It consists of reducing greenhouse gas emissions from 46 MtCO2 in 2015 to less than 40 Mt CO2 by 2025. TotalEnergies envisions that all electricity purchased for European operations will be carbon neutral. The regional capability of the firm allows for all power needs to be covered by renewable electricity.)

Achieve in 2050 or sooner carbon neutrality (net zero emissions) for TotalEnergies’ worldwide operated activities (Scopes 1 & 2) with interim targets to reduce GHG emissions (Scopes 1 & 2) of its operated oil & gas facilities from 46 Mt CO2e in 2015 to less than 40 Mt CO2e by 2025 (a 15% decrease), then for 2030, to reduce by at least 40% compared to 2015 the net emissions(3) (Scopes 1 & 2) for the oil & gas operated activities

2025 target- 15% decrease in scope 1/2 emissions with a baseline year of 2015 (worldwide)  
2030 target- 40% decrease in scope 1/2 emmssions with a baseline year of 2015(worldwide) 
2030 target- average carbon intensity reduction of 20% compared with 2015
2030 target- scope 3 emmissions to be lower in absolute terms compared to the level in 2015 (worldwide) 
2030 target- scope 3 emmissions to be reduced by 30% compared to a baseline year of 2015 (Europe)","previous URL https://www.total.com/sites/g/files/nytnzq111/files/documents/2020-10/total-climate-report-2020.pdf and https://services.totalenergies.fr/system/files/atoms/files/rapport-societal-2020_vweb.pdf
",https://sustainable-performance.totalenergies.com/en/our-challenges/environment-and-climate/climate,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2022-05/Sustainability_Climate_2022_Progress_Report_accessible_version_EN.pdf,Yes,Information on the emission reductions expected from these measures within a certain time period,Annual reporting,Yes,Yes,Not Specified,,119.7
Toyota Industries,Construction Machinery & Heavy Trucks,Manufacture of machinery and equipment n.e.c. (29),-1.55%,-26.72%,"-309,603,483","-299,700,192","-69,054","-4,017,803","-929,588","-12,557","-16,961","-4,861,421","4,092",0%,9/18/22 15:57,COM-0728,JPN,Company,JP3634600005,No,Carbon neutral(ity),,,,2050,In corporate strategy,2018,Emissions reduction target,"We have defined our Environmental Vision 2050 in relation to
the four action themes specified in the Global Environmental
Commitment, which represents our basic approach to
environmental activities. As milestones toward achieving this
vision, we formulate five-year environmental action plans and
resolutely undertake activities in accordance with each plan.","We have formulated the Seventh Environmental Action
Plan, a five-year plan for the period from fiscal 2022 to
fiscal 2026. In the plan, we have set targets for each of the
four action themes specified in the Global Environmental
Commitment, namely, 1) establishing a carbon neutral society; 2) establishing a recycling-based society;
3) reducing environmental risk and establishing a society
in harmony with nature; and 4) promoting environmental
management. We will undertake initiatives toward achieving
our Environmental Vision 2050. (Pg. 62)",Change in interim plan. ,https://www.toyota-industries.com/investors/items/TICO%20Report%202021_EN_full_view.pdf,Carbon dioxide only,,,,,Not Specified,Not Specified,Not Specified,No,,Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,Yes,No conditions specified,20
Toyota Motor,Automobile Manufacturers,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.85%,-10.21%,"-2,321,182,751","-2,263,455,673","-582,282","-30,440,724","-6,706,147","-101,534","-562,100","-19,600,385","266,094",21%,8/6/22 19:14,COM-0175,JPN,Company,JP3633400001,No,Carbon neutral(ity),,,,2050,In corporate strategy,2020,Emissions reduction target,'Carbon neutrality by 2050' (p17),"'● Reduce CO2 emissions by 25 percent or more1 throughout the entire vehicle life cycle compared to 2013 levels by promoting activities for the milestones of New Vehicle Zero CO2 Emissions Challenge and Plant Zero CO2 Emissions Challenge, and with support from stakeholders such as suppliers, energy providers, infrastructure developers, governments and customers'; '● Reduce CO2 emissions from global plants by 35 percent compared to 2013 level' (p17)",2021 ESG Report (updated in August 2022),https://global.toyota/pages/global_toyota/sustainability/report/sdb/sdb22_en.pdf,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,,"Gases: CO2, CH4, N2O, HFCs, PFCs, SF6 (p43)
",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Yes,Not Specified,,280.5
Tractor Supply Co,Specialty Stores,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.99%,-11.13%,"-82,714,742","-78,862,488","-19,170","-1,049,561","-245,949","-3,410","-6,493","-2,531,056","3,384",5%,7/8/22 12:51,COM-1325,USA,Company,US8923561067,No,Net zero,,,,2040,In corporate strategy,2021,Emissions reduction target,Net Zero emissions in Operations (Scope 1 and 2).,Reduce scope 1 and 2 emissions by 20% by 2025 and 50% by 2030.,,https://s23.q4cdn.com/539497486/files/doc_downloads/2022/04/Tractor-Supply-Sustainability-Report-FY2021.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,No,,Annual reporting,No,Yes,Not Specified,,8.5
Transurban,Highways & Railtracks,Other land transport,-1.97%,-8.22%,"-57,740,999","-48,829,177","-10,791","-531,123","-123,725","-1,853","-42,394","-8,198,255","-3,680",24%,10/19/21 15:30,COM-0062,AUS,Company,,Yes,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"""committed to achieving net-zero greenhouse gas emissions by 2050, encompassing Scope 1, 2 and 3 emissions.""","""working to halve our own emissions by 2030, and reduce the emissions intensity of our supply chain""",Interim target applies to Scopes 1 & 2 only,https://www.transurban.com/content/dam/investor-centre/04/2021-Corporate-Report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,Interim target covers scopes ! and 2 only,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,Not Specified,,0.000103
Tyson Foods,Packaged Foods & Meats,Processing of Food products nec,-4.99%,-73.29%,"-2,117,410,510","-1,698,825,445","-414,426","-22,719,837","-5,286,715","-73,560","-162,136","-390,009,052","80,661",5%,8/15/22 17:42,COM-0657,USA,Company,US9024941034,No,Net zero,,,,2050,In corporate strategy,2021,Emissions reduction target,Tyson Foods Targets 2050 to Achieve Net Zero Greenhouse Gas Emissions.,We work toward a “30 by 30” target to reduce greenhouse gas (GHG) emissions 30% by 2030 against a 2016 baseline year. ,,https://www.tysonfoods.com/news/news-releases/2021/6/tyson-foods-targets-2050-achieve-net-zero-greenhouse-gas-emissions,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,No,,Annual reporting,No,Not Specified,Not Specified,,42.8
U.S. Bancorp,Diversified Banks,"Financial intermediation, except insurance and pension funding (65)",-0.32%,-1.02%,"-88,031,265","-86,110,540","-23,393","-1,143,253","-267,425","-3,994","-23,498","-470,154","10,992",14%,6/13/22 9:52,COM-0515,USA,Company,US9029733048,No,Emissions reduction target,60,2014,,2044,In corporate strategy,2020,Emissions reduction target,We continue to work towards reaching our 2044 target (60% reduction) and are continuing to follow sustainable principles in the design of our new facilities with plans to maintain this focus in the future.,"We are dedicated to operating in a more sustainable manner. Under a 2014 baseline, we set a goal to reduce our operational greenhouse gas (GHG) emissions by 40% by 2029 and 60% by 2044. We are happy to share that as of year-end 2019, we have reduced our emissions by 44%, reaching our 2029 target 10 years early. We continue to work towards reaching our 2044 target and are continuing to follow sustainable principles in the design of our new facilities with plans to maintain this focus in the future.",,https://www.usbank.com/about-us-bank/community/sustainability.html,Not Specified,,,,,Yes,Yes,Yes,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Less than annual reporting,No,Yes,Yes,Must be high environmental integrity|Avoid biodiversity harm|Not include avoided emissions (e.g. via renewable energy projects),23.1
UPM-Kymmene,Paper Products,Paper,-21.71%,-181.27%,"-2,491,841,433","-1,825,769,741","-463,477","-21,918,028","-5,070,362","-78,442","-2,823,197","-635,814,835","96,648",12%,11/22/21 5:56,COM-0108,FIN,Company,FI0009005987,No,Net zero,,,,2040,Declaration / pledge,2021,Other,,,https://www.upm.com/about-us/for-media/releases/2021/02/upm-joins-the-climate-pledge/,"https://www.upm.com/responsibility/climate-actions/#:~:text=Our%20ambitious%20goal%20is%20to,the%202018%20level%20by%202030.",Carbon dioxide only,,,,,Not Specified,Yes,Yes,No,,No,,No reporting mechanism,No,Not Specified,Not Specified,,10.9
Uni-President,Packaged Foods & Meats,Processing of Food products nec,-0.37%,-5.79%,"-56,057,107","-51,364,242","-11,726","-667,552","-155,507","-2,114","-8,380","-3,847,243",-343,5%,11/26/21 11:36,COM-1034,TWN,Company,TW0001216000,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,14.5
Uni-President,Packaged Foods & Meats,Processing of Food products nec,-7.50%,-115.68%,"-237,135,132","-138,524,634","-32,836","-1,842,860","-432,117","-5,871","-4,524","-96,294,941","2,650",0%,11/26/21 11:36,COM-1034,TWN,Company,TW0001216000,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,14.5
United Natural Foods,Food Distributors,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",-0.98%,-135.02%,"-209,682,109","-205,121,273","-49,766","-2,729,826","-639,701","-8,858","-16,403","-1,124,802","8,520",5%,10/21/21 19:59,COM-1703,USA,Company,US9111631035,No,No target,,,,,,,No target,,,,https://www.unfi.com/sustainability-report-2019-overview,Not Specified,,,,,Not Specified,Not Specified,Not Specified,,,,,,,,,,24.5
United Rentals,Trading Companies & Distributors,Renting of machinery and equipment without operator and of personal and household goods (71),-1.29%,-5.62%,"-121,065,944","-116,201,834","-28,205","-1,542,808","-360,511","-5,020","-15,653","-2,917,059","5,147",6%,7/8/22 20:17,COM-1046,USA,Company,US9113631090,No,Emissions intensity target,35,2018,,2030,In corporate strategy,2021,No target,'Set target to reduce GHG emissions intensity 35% by 2030 from 2018 baseline' (p54),,"This codes for UR's 2020 CSR Report
nb This report covers the period from January 1, 2020, to December 31, 2020. The report also includes our 2021 progress through September 30 (https://www.unitedrentals.com/our-company/corporate-responsibility-report)",https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_URI_2020.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"Scope: 'When we initially announced our goal in 2020 we were focused on scope 1 and 2 emissions, but we have since expanded the goal to cover scope 3 emissions from third-party haulers. See page 59 for additional information.' (p58)",No,,Annual reporting,No,Yes,Not Specified,,9.4
United Utilities,Water Utilities,"Collection, purification and distribution of water (41)",-4.07%,-11.43%,"-96,511,458","-94,357,957","-21,719","-1,254,782","-294,179","-3,939","-3,196","-575,980",295,1%,10/15/21 14:46,COM-0077,GBR,Company,GB0006462336,Yes,Net zero,,,,2030,In corporate strategy,2020,,"As part of their April 2019 Public Interest Commitment (PIC), English water companies made the commitment to achieve net zero carbon emissions for the sector by 2030
https://www.water.org.uk/routemap2030/wp-content/uploads/2020/11/Water-UK-Net-Zero-2030-Routemap.pdf

Today United Utilities has joined forces with the rest of the water industry to set out its plans to go Carbon neutral by the end of this decade.
Tree-planting, green vehicles and home-grown renewable power are all included in the ambitious plans for the North West.
Water UK’s Net Zero 2030 Routemap is 20 years ahead of the UK Government’s own legally binding target of 2050 and forms the world’s first detailed plan to get an entire industry sector to net zero.
https://www.unitedutilities.com/corporate/newsroom/latest-news/united-utilities-plans-for-net-zero-carbon-by-2030/",For North West England the first milestone along the Routemap is 2021 when the water and wastewater service provision for all 7 million United Utilities customers will be powered by green energy.,"The 2018-19 reference baseline for the sector has been produced using the water companies CAW data for that year.
",https://www.unitedutilities.com/corporate/newsroom/latest-news/united-utilities-plans-for-net-zero-carbon-by-2030/,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Information on the emission reductions expected from these measures within a certain time period",No reporting mechanism,No,Not Specified,Yes,Not include avoided emissions (e.g. via renewable energy projects)|Not include emissions reductions (e.g. via greater efficiency),2.3
VMware,Systems Software,Computer and related activities (72),-0.20%,-1.39%,"-21,140,925","-17,995,622","-5,821","-237,590","-54,598",-941,"-13,418","-2,838,281","5,347",24%,10/28/22 5:58,COM-0264,USA,Company,US9285634021,Yes,Net zero,,,,2030,Achieved (self-declared),2020,No target,"Our commitments to RE100 and carbon neutrality are foundational to our path to net zero. Per our net zero commitment, by 2030, we will have zeroed out any remaining emissions solely through the use of carbon removals.",,,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/company/vmware-esg-report-2021.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,No,Yes,No conditions specified,11.8
Vale,Auto Parts & Equipment,Manufacture of machinery and equipment n.e.c. (29),-1.70%,-37.06%,"-371,984,154","-352,382,751","-81,356","-4,724,542","-1,090,729","-14,735","-16,864","-13,677,335","4,156",0%,9/20/22 16:35,COM-0286,BRA,Company,BRVALEACNOR0,No,Carbon neutral(ity),,,,2050,In corporate strategy,2020,Emissions reduction target,,"Reduce scope 1 and 2 emissions by 33% by 2030 policy is aligned with  the Paris Agreement's objective of limiting global warming to below 2ºC.
Reduce 15% of its scope 3 net emissions by 2035","Sources:
http://www.vale.com/esg/en/Pages/ClimateChange.aspx
https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf
",https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"US$ 2 billion in renewable energy over the next 10 years to support and bring solutions to the low carbon economy
Scope 3 accounts for 98% of Vale's climate footprint",Yes,,Annual reporting,No,,Yes,Avoid social harm,36.2
Ventas,Health Care REITs ,"Financial intermediation, except insurance and pension funding (65)",-3.21%,-22.38%,"-124,991,815","-122,279,118","-28,492","-1,625,987","-381,122","-5,148","-3,353","-670,165","1,568",2%,10/18/21 10:44,COM-1407,USA,Company,US92276F1003,No,No target,,,,,,,No target,,,,https://www.ventasreit.com/sites/default/files/pdf/CDP_2019_Report.pdf,Not Specified,,,,,,,,,,,,,,,,,3.9
Veolia Environnement,Multi-Utilities,Production of electricity nec,-31.38%,-492.79%,"-9,563,780,032","-8,926,013,283","-2,329,130","-118,980,225","-27,922,564","-397,615", -   ,"-488,783,735","646,520",0%,3/23/22 15:20,COM-0292,FRA,Company,FR0000124141,Yes,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,Net zero by 2050.,"27% of our Scope 1 and 2 emissions are attributed to our operational emissions. Reduce the emissions from our fuel, gas and electricity consumption by 2% year on year from next year until 2040.",,https://netzero.veolia.co.uk/our-commitments-and-road-map-uk-and-ireland/,Carbon dioxide only,,,,,Yes,Yes,Not Specified,No,,Yes,,Annual reporting,No,Not Specified,Yes,No conditions specified,30.4
Verbund AG,Electric Utilities,Production of electricity nec,-16.14%,-80.73%,"-704,730,042","-376,662,861","-91,499","-5,023,575","-1,177,802","-16,245", -   ,"-321,772,698","14,638",0%,6/29/22 13:13,COM-0399,AUT,Company,AT0000746409,No,Net zero,,,,2050,Proposed / in discussion,2020,Emissions reduction target,,Reduce greenhouse gas emissions by 90% measured beginning from the basis year 2011 until 2021.,,https://www.verbund.com/-/media/verbund/ueber-verbund/verantwortung/umwelt/klimaschutz/verbund-climate-report-en.ashx?ori=1&la=en,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Gas coverage: CO2, SF6, CO, SO2, NOx",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Information on the emission reductions expected from these measures within a certain time period",Annual reporting,No,No,Not Specified,,4.4
Vienna Insurance,Multi-line Insurance,Activities auxiliary to financial intermediation (67),-0.09%,-1.60%,"-11,432,216","-11,194,400","-2,788","-140,576","-32,709",-480,"-4,242","-57,505",483,20%,10/18/21 10:44,COM-1265,AUT,Company,AT0000908504,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,11.6
Vodafone,Wireless Telecommunication Services,Post and telecommunications (64),-1.34%,-14.81%,"-673,968,743","-657,258,639","-155,705","-8,725,801","-2,044,889","-27,858","-87,705","-5,681,244","13,098",3%,8/26/22 11:19,COM-0109,GBR,Company,,Yes,Net zero,,,,2030,In corporate strategy,2022,No target,"""Goal: To reduce our own carbon emissions to ‘net zero’ by 2030 and across the full value chain by 2040"" (Pg. 41).",,The company updates its 2020 target in alignment with SBTi (1.5 degrees). Net zero carbon by 2030 (Scope 1 and 2) and Scope 3 by 2040. ,https://investors.vodafone.com/sites/vodafone-ir/files/2022-05/Vodafone%202022%20Annual%20Report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"By 2040, Vodafone will have eliminated Scope 3 emissions completely - bringing forward by ten years Vodafone’s original 2050 ambition to reach net zero across our full carbon footprint.",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Yes,Not Specified,,53.63
